java-jwt,3.16.0,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSAAlgorithmTest.java,ECDSAAlgorithmTest,101
java-jwt,3.16.0,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSABouncyCastleProviderTests.java,ECDSABouncyCastleProviderTests,87
java-jwt,3.16.0,../java-jwt/lib/src/test/java/com/auth0/jwt/JWTVerifierTest.java,JWTVerifierTest,79
java-jwt,3.17.0,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSAAlgorithmTest.java,ECDSAAlgorithmTest,101
java-jwt,3.17.0,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSABouncyCastleProviderTests.java,ECDSABouncyCastleProviderTests,87
java-jwt,3.17.0,../java-jwt/lib/src/test/java/com/auth0/jwt/JWTVerifierTest.java,JWTVerifierTest,79
java-jwt,3.18.0,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSAAlgorithmTest.java,ECDSAAlgorithmTest,101
java-jwt,3.18.0,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSABouncyCastleProviderTests.java,ECDSABouncyCastleProviderTests,87
java-jwt,3.18.0,../java-jwt/lib/src/test/java/com/auth0/jwt/JWTVerifierTest.java,JWTVerifierTest,79
java-jwt,3.18.1,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSAAlgorithmTest.java,ECDSAAlgorithmTest,101
java-jwt,3.18.1,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSABouncyCastleProviderTests.java,ECDSABouncyCastleProviderTests,87
java-jwt,3.18.1,../java-jwt/lib/src/test/java/com/auth0/jwt/JWTVerifierTest.java,JWTVerifierTest,79
java-jwt,3.18.2,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSAAlgorithmTest.java,ECDSAAlgorithmTest,101
java-jwt,3.18.2,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSABouncyCastleProviderTests.java,ECDSABouncyCastleProviderTests,87
java-jwt,3.18.2,../java-jwt/lib/src/test/java/com/auth0/jwt/JWTVerifierTest.java,JWTVerifierTest,79
java-jwt,3.18.3,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSAAlgorithmTest.java,ECDSAAlgorithmTest,101
java-jwt,3.18.3,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSABouncyCastleProviderTests.java,ECDSABouncyCastleProviderTests,87
java-jwt,3.18.3,../java-jwt/lib/src/test/java/com/auth0/jwt/JWTVerifierTest.java,JWTVerifierTest,79
java-jwt,3.19.0,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSAAlgorithmTest.java,ECDSAAlgorithmTest,101
java-jwt,3.19.0,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSABouncyCastleProviderTests.java,ECDSABouncyCastleProviderTests,87
java-jwt,3.19.0,../java-jwt/lib/src/test/java/com/auth0/jwt/JWTVerifierTest.java,JWTVerifierTest,79
java-jwt,3.19.1,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSAAlgorithmTest.java,ECDSAAlgorithmTest,101
java-jwt,3.19.1,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSABouncyCastleProviderTests.java,ECDSABouncyCastleProviderTests,87
java-jwt,3.19.1,../java-jwt/lib/src/test/java/com/auth0/jwt/JWTVerifierTest.java,JWTVerifierTest,79
java-jwt,3.19.2,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSAAlgorithmTest.java,ECDSAAlgorithmTest,112
java-jwt,3.19.2,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSABouncyCastleProviderTests.java,ECDSABouncyCastleProviderTests,87
java-jwt,3.19.2,../java-jwt/lib/src/test/java/com/auth0/jwt/JWTVerifierTest.java,JWTVerifierTest,79
java-jwt,4.0.0,../java-jwt/lib/src/test/java/com/auth0/jwt/algorithms/ECDSAAlgorithmTest.java,ECDSAAlgorithmTest,102
java-jwt,4.0.0,../java-jwt/lib/src/test/java/com/auth0/jwt/JWTVerifierTest.java,JWTVerifierTest,94
java-jwt,4.0.0,../java-jwt/lib/src/main/java/com/auth0/jwt/JWTVerifier.java,JWTVerifier,86
gson,gson-parent-2.8.2,../gson/gson/src/main/java/com/google/gson/stream/JsonReader.java,JsonReader,365
gson,gson-parent-2.8.2,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,235
gson,gson-parent-2.8.2,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,EnumTypeAdapter,183
gson,gson-parent-2.8.3,../gson/gson/src/main/java/com/google/gson/stream/JsonReader.java,JsonReader,365
gson,gson-parent-2.8.3,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,235
gson,gson-parent-2.8.3,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,EnumTypeAdapter,183
gson,gson-parent-2.8.4,../gson/gson/src/main/java/com/google/gson/stream/JsonReader.java,JsonReader,365
gson,gson-parent-2.8.4,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,235
gson,gson-parent-2.8.4,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,EnumTypeAdapter,183
gson,gson-parent-2.8.5,../gson/gson/src/main/java/com/google/gson/stream/JsonReader.java,JsonReader,365
gson,gson-parent-2.8.5,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,235
gson,gson-parent-2.8.5,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,EnumTypeAdapter,183
gson,gson-parent-2.8.6,../gson/gson/src/main/java/com/google/gson/stream/JsonReader.java,JsonReader,365
gson,gson-parent-2.8.6,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,235
gson,gson-parent-2.8.6,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,EnumTypeAdapter,183
gson,gson-parent-2.8.7,../gson/gson/src/main/java/com/google/gson/stream/JsonReader.java,JsonReader,368
gson,gson-parent-2.8.7,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,235
gson,gson-parent-2.8.7,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,EnumTypeAdapter,183
gson,gson-parent-2.8.8,../gson/gson/src/main/java/com/google/gson/stream/JsonReader.java,JsonReader,368
gson,gson-parent-2.8.8,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,235
gson,gson-parent-2.8.8,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,EnumTypeAdapter,183
gson,gson-parent-2.8.9,../gson/gson/src/main/java/com/google/gson/stream/JsonReader.java,JsonReader,368
gson,gson-parent-2.8.9,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,235
gson,gson-parent-2.8.9,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,EnumTypeAdapter,174
gson,gson-parent-2.9.0,../gson/gson/src/main/java/com/google/gson/stream/JsonReader.java,JsonReader,374
gson,gson-parent-2.9.0,../gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,JsonReaderTest,239
gson,gson-parent-2.9.0,../gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,EnumTypeAdapter,184
